game_id,season_id,team_side,person_id,player_id
10,1,home,73,71
10,1,home,166,133
10,1,home,70,68
10,1,home,129,101
10,1,home,76,74
10,1,home,69,67
10,1,home,159,126
10,1,home,67,65
10,1,home,74,72
10,1,home,77,75
10,1,home,68,66
10,1,home,160,127
10,1,home,128,100
10,1,home,75,73
10,1,home,161,128
10,1,home,108,89
10,1,home,78,76
10,1,home,71,69
10,1,home,200,165
15,1,home,64,62
15,1,home,54,52
15,1,home,175,142
15,1,home,65,63
15,1,home,57,55
15,1,home,174,141
15,1,home,171,138
15,1,home,63,61
15,1,home,58,56
15,1,home,107,88
15,1,home,59,57
15,1,home,60,58
15,1,home,52,50
15,1,home,55,53
15,1,home,53,51
15,1,home,62,60
15,1,home,51,49
15,1,home,170,137
16,1,home,4,2
16,1,home,14,12
16,1,home,202,167
16,1,home,20,18
16,1,home,17,15
16,1,home,141,111
16,1,home,9,7
16,1,home,140,110
16,1,home,11,9
16,1,home,13,11
16,1,home,139,109
16,1,home,3,1
16,1,home,15,13
16,1,home,7,5
16,1,home,6,4
16,1,home,10,8
16,1,home,19,17
16,1,home,18,16
16,1,home,12,10
21,1,visitor,48,46
21,1,visitor,183,150
21,1,visitor,40,38
21,1,visitor,38,36
